Oxigen;1;1;1;0,0;0,0;0
Temp;1;1;1;0,0;0,0;0
TrafficJam;1;1;0,0;0
Oxigen;2;2;2;0,0;0,0;0
Temp;2;2;2;0,0;0,0;0
TrafficJam;2;2;0,0;0
Oxigen;3;3;3;0,0;0,0;0
Temp;3;3;3;0,0;0,0;0
TrafficJam;3;3;0,0;0
Oxigen;4;4;4;0,0;0,0;0
Temp;4;4;4;0,0;0,0;0
TrafficJam;4;4;0,0;0
Oxigen;5;5;5;0,0;0,0;0
Temp;5;5;5;0,0;0,0;0
TrafficJam;5;5;0,0;0
Oxigen;6;6;6;0,0;0,0;0
Temp;6;6;6;0,0;0,0;0
TrafficJam;6;6;0,0;0
Oxigen;7;7;7;0,0;0,0;0
Temp;7;7;7;0,0;0,0;0
TrafficJam;7;7;0,0;0
Oxigen;8;8;8;0,0;0,0;0
Temp;8;8;8;0,0;0,0;0
TrafficJam;8;8;0,0;0
Oxigen;9;9;9;0,0;0,0;0
Temp;9;9;9;0,0;0,0;0
TrafficJam;9;9;0,0;0
Oxigen;10;10;10;0,0;0,0;0
Temp;10;10;10;0,0;0,0;0
TrafficJam;10;10;0,0;0
Oxigen;11;11;11;0,0;0,0;0
Temp;11;11;11;0,0;0,0;0
TrafficJam;11;11;0,0;0
Oxigen;12;12;12;0,0;0,0;0
Temp;12;12;12;0,0;0,0;0
TrafficJam;12;12;0,0;0
Oxigen;13;13;13;0,0;0,0;0
Temp;13;13;13;0,0;0,0;0
TrafficJam;13;13;0,0;0
Oxigen;14;14;14;0,0;0,0;0
Temp;14;14;14;0,0;0,0;0
TrafficJam;14;14;0,0;0
Oxigen;15;15;15;0,0;0,0;0
Temp;15;15;15;0,0;0,0;0
TrafficJam;15;15;0,0;0
Oxigen;16;16;16;0,0;0,0;0
Temp;16;16;16;0,0;0,0;0
TrafficJam;16;16;0,0;0
Oxigen;17;17;17;0,0;0,0;0
Temp;17;17;17;0,0;0,0;0
TrafficJam;17;17;0,0;0
Oxigen;18;18;18;0,0;0,0;0
Temp;18;18;18;0,0;0,0;0
TrafficJam;18;18;0,0;0
Oxigen;19;19;19;0,0;0,0;0
Temp;19;19;19;0,0;0,0;0
TrafficJam;19;19;0,0;0
Oxigen;20;20;20;0,0;0,0;0
Temp;20;20;20;0,0;0,0;0
TrafficJam;20;20;0,0;0
Oxigen;21;21;21;0,0;0,0;0
Temp;21;21;21;0,0;0,0;0
TrafficJam;21;21;0,0;0
Oxigen;22;22;22;0,0;0,0;0
Temp;22;22;22;0,0;0,0;0
TrafficJam;22;22;0,0;0
Oxigen;23;23;23;0,0;0,0;0
Temp;23;23;23;0,0;0,0;0
TrafficJam;23;23;0,0;0
Oxigen;24;24;24;0,0;0,0;0
Temp;24;24;24;0,0;0,0;0
TrafficJam;24;24;0,0;0
Oxigen;25;25;25;0,0;0,0;0
Temp;25;25;25;0,0;0,0;0
TrafficJam;25;25;0,0;0
Oxigen;26;26;26;0,0;0,0;0
Temp;26;26;26;0,0;0,0;0
TrafficJam;26;26;0,0;0
Oxigen;27;27;27;0,0;0,0;0
Temp;27;27;27;0,0;0,0;0
TrafficJam;27;27;0,0;0
Oxigen;28;28;28;0,0;0,0;0
Temp;28;28;28;0,0;0,0;0
TrafficJam;28;28;0,0;0
Oxigen;29;29;29;0,0;0,0;0
Temp;29;29;29;0,0;0,0;0
TrafficJam;29;29;0,0;0
Oxigen;30;30;30;0,0;0,0;0
Temp;30;30;30;0,0;0,0;0
TrafficJam;30;30;0,0;0
Oxigen;31;31;31;0,0;0,0;0
Temp;31;31;31;0,0;0,0;0
TrafficJam;31;31;0,0;0
Oxigen;32;32;32;0,0;0,0;0
Temp;32;32;32;0,0;0,0;0
TrafficJam;32;32;0,0;0
Oxigen;33;33;33;0,0;0,0;0
Temp;33;33;33;0,0;0,0;0
TrafficJam;33;33;0,0;0
Oxigen;34;34;34;0,0;0,0;0
Temp;34;34;34;0,0;0,0;0
TrafficJam;34;34;0,0;0
Oxigen;35;35;35;0,0;0,0;0
Temp;35;35;35;0,0;0,0;0
TrafficJam;35;35;0,0;0
Oxigen;36;36;36;0,0;0,0;0
Temp;36;36;36;0,0;0,0;0
TrafficJam;36;36;0,0;0
Oxigen;37;37;37;0,0;0,0;0
Temp;37;37;37;0,0;0,0;0
TrafficJam;37;37;0,0;0
Oxigen;38;38;38;0,0;0,0;0
Temp;38;38;38;0,0;0,0;0
TrafficJam;38;38;0,0;0
Oxigen;39;39;39;0,0;0,0;0
Temp;39;39;39;0,0;0,0;0
TrafficJam;39;39;0,0;0
Oxigen;40;40;40;0,0;0,0;0
Temp;40;40;40;0,0;0,0;0
TrafficJam;40;40;0,0;0
Oxigen;41;41;41;0,0;0,0;0
Temp;41;41;41;0,0;0,0;0
TrafficJam;41;41;0,0;0
Oxigen;42;42;42;0,0;0,0;0
Temp;42;42;42;0,0;0,0;0
TrafficJam;42;42;0,0;0
Oxigen;43;43;43;0,0;0,0;0
Temp;43;43;43;0,0;0,0;0
TrafficJam;43;43;0,0;0
Oxigen;44;44;44;0,0;0,0;0
Temp;44;44;44;0,0;0,0;0
TrafficJam;44;44;0,0;0
Oxigen;45;45;45;0,0;0,0;0
Temp;45;45;45;0,0;0,0;0
TrafficJam;45;45;0,0;0
Oxigen;46;46;46;0,0;0,0;0
Temp;46;46;46;0,0;0,0;0
TrafficJam;46;46;0,0;0
Oxigen;47;47;47;0,0;0,0;0
Temp;47;47;47;0,0;0,0;0
TrafficJam;47;47;0,0;0
Oxigen;48;48;48;0,0;0,0;0
Temp;48;48;48;0,0;0,0;0
TrafficJam;48;48;0,0;0
Oxigen;49;49;49;0,0;0,0;0
Temp;49;49;49;0,0;0,0;0
TrafficJam;49;49;0,0;0
Oxigen;50;50;50;0,0;0,0;0
Temp;50;50;50;0,0;0,0;0
TrafficJam;50;50;0,0;0
Oxigen;51;51;51;0,0;0,0;0
Temp;51;51;51;0,0;0,0;0
TrafficJam;51;51;0,0;0
Oxigen;52;52;52;0,0;0,0;0
Temp;52;52;52;0,0;0,0;0
TrafficJam;52;52;0,0;0
Oxigen;53;53;53;0,0;0,0;0
Temp;53;53;53;0,0;0,0;0
TrafficJam;53;53;0,0;0
Oxigen;54;54;54;0,0;0,0;0
Temp;54;54;54;0,0;0,0;0
TrafficJam;54;54;0,0;0
Oxigen;55;55;55;0,0;0,0;0
Temp;55;55;55;0,0;0,0;0
TrafficJam;55;55;0,0;0
Oxigen;56;56;56;0,0;0,0;0
Temp;56;56;56;0,0;0,0;0
TrafficJam;56;56;0,0;0
Oxigen;57;57;57;0,0;0,0;0
Temp;57;57;57;0,0;0,0;0
TrafficJam;57;57;0,0;0
Oxigen;58;58;58;0,0;0,0;0
Temp;58;58;58;0,0;0,0;0
TrafficJam;58;58;0,0;0
Oxigen;59;59;59;0,0;0,0;0
Temp;59;59;59;0,0;0,0;0
TrafficJam;59;59;0,0;0
Oxigen;60;60;60;0,0;0,0;0
Temp;60;60;60;0,0;0,0;0
TrafficJam;60;60;0,0;0
Oxigen;61;61;61;0,0;0,0;0
Temp;61;61;61;0,0;0,0;0
TrafficJam;61;61;0,0;0
Oxigen;62;62;62;0,0;0,0;0
Temp;62;62;62;0,0;0,0;0
TrafficJam;62;62;0,0;0
Oxigen;63;63;63;0,0;0,0;0
Temp;63;63;63;0,0;0,0;0
TrafficJam;63;63;0,0;0
Oxigen;64;64;64;0,0;0,0;0
Temp;64;64;64;0,0;0,0;0
TrafficJam;64;64;0,0;0
Oxigen;65;65;65;0,0;0,0;0
Temp;65;65;65;0,0;0,0;0
TrafficJam;65;65;0,0;0
Oxigen;66;66;66;0,0;0,0;0
Temp;66;66;66;0,0;0,0;0
TrafficJam;66;66;0,0;0
Oxigen;67;67;67;0,0;0,0;0
Temp;67;67;67;0,0;0,0;0
TrafficJam;67;67;0,0;0
Oxigen;68;68;68;0,0;0,0;0
Temp;68;68;68;0,0;0,0;0
TrafficJam;68;68;0,0;0
Oxigen;69;69;69;0,0;0,0;0
Temp;69;69;69;0,0;0,0;0
